cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
k,y,b,t,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
f,y,b,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
x,y,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p,p
x,y,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,g,p
f,y,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g,p
x,s,b,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,u,p
f,y,y,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,p,p
x,s,w,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,u,p
x,f,y,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p,p
x,y,g,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p,p
x,s,w,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u,p
f,s,b,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g,p
x,s,w,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,u,p
f,f,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d,p
f,y,g,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
x,f,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,p,p
x,y,w,f,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,e
x,s,e,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
x,y,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,g,p
x,y,n,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
x,y,g,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p,p
f,f,g,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p,p
f,f,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,p,p
f,f,y,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,d,p
f,f,e,t,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d,e
x,y,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g,p
f,y,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,d,p
f,f,g,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p,p
x,y,y,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g,p
x,f,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
k,f,y,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,f,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,g,p
k,f,c,f,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,e
f,f,g,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p,p
f,y,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p,p
x,y,g,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,d,p
x,y,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p,p
f,f,y,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g,p
f,y,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,d,p
x,f,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
f,f,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p,p
x,y,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,d,p
b,y,p,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g,p
k,y,p,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
x,y,y,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p,p
x,f,y,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,g,p
k,y,b,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d,p
x,s,w,t,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,u,p
x,y,n,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
x,y,n,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d,p
x,y,e,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p,p
f,g,w,t,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l,p
x,s,g,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u,p
f,y,c,f,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,e
x,y,g,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g,p
f,y,y,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,d,p
f,y,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p,p
f,y,p,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
x,s,b,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g,p
x,s,g,t,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,g,p
x,y,e,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
k,y,c,f,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,e
x,s,w,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,u,p
x,s,w,t,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g,p
f,s,b,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u,p
f,s,b,t,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g,p
k,y,c,f,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,e
x,y,g,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,d,p
f,s,w,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
f,s,g,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u,p
c,g,w,t,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l,p
x,s,g,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u,p
b,g,w,t,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l,p
x,s,b,t,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g,p
f,s,w,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u,p
b,f,y,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
x,y,n,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
x,y,n,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d,p
k,s,n,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
k,y,b,t,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
f,s,w,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g,p
f,s,b,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m,p
f,y,y,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p,p
x,y,g,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,g,p
f,s,b,t,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g,p
x,y,n,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p,p
x,y,e,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p,p
f,f,g,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,d,p
x,s,e,t,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
x,y,n,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l,p
x,f,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
x,y,n,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
f,f,n,f,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,e
x,y,n,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p,p
x,s,b,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
f,y,n,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p,p
f,y,b,t,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m,p
x,y,n,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
x,y,n,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
x,s,b,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g,p
x,s,b,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g,p
f,y,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p,p
f,s,g,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g,p
x,y,n,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l,p
x,s,b,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,g,p
f,f,n,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
x,y,e,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
f,s,b,t,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,g,p
f,s,w,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g,p
k,y,e,t,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
x,f,y,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,p,p
x,f,n,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
x,y,n,t,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
x,y,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g,p
f,s,b,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g,p
f,s,b,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g,p
f,y,y,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g,p
f,y,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d,p
x,s,p,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
f,s,p,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
b,y,w,t,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g,p
x,y,c,f,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,e
f,s,n,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
x,s,b,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u,p
x,s,g,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g,p
f,y,y,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d,p
x,s,b,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,u,p
x,s,w,t,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,g,p
f,y,c,f,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,e
x,y,e,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d,p
f,f,y,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d,p
x,y,w,f,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,e
x,y,y,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p,p
f,y,p,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g,p
f,s,g,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u,p
x,y,n,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
k,s,p,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
x,y,n,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l,p
x,y,g,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p,p
f,s,b,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u,p
k,y,p,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
x,f,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p,p
f,y,g,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g,p
f,f,g,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d,p
x,s,b,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g,p
x,y,n,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
x,y,y,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,d,p
f,f,y,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d,p
f,f,n,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
k,s,b,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g,p
x,y,e,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
x,s,g,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u,p
f,s,n,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
x,y,g,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,p,p
x,y,n,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p
x,s,g,t,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,u,p
x,s,g,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g,p
f,y,p,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m,p
k,y,b,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
x,s,w,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,u,p
x,y,n,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d,p
k,y,n,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d,p
x,y,p,t,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w,e
f,s,g,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,u,p
x,s,p,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
b,y,n,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,s,b,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g,p
x,y,n,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p,p
x,y,n,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d,p
x,s,b,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u,p
x,y,n,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
k,y,p,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
k,f,c,f,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,e
x,y,y,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g,p
x,s,n,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
f,f,g,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p,p
f,y,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
f,s,g,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u,p
k,y,w,t,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l,p
k,f,n,f,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,e
k,f,y,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
f,s,w,t,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,g,p
f,y,y,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
f,y,y,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d,p
k,s,b,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
x,y,n,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p,p
x,y,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d,p
x,y,y,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p,p
b,y,w,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g,p
f,y,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g,p
x,s,w,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g,p
x,s,b,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g,p
k,y,b,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p,p
x,s,b,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g,p
b,y,b,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m,p
x,s,w,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g,p
k,s,n,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,s,g,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u,p
x,f,y,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
f,s,g,t,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g,p
f,y,y,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d,p
k,y,n,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
f,s,b,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u,p
f,s,e,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
x,y,n,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d,p
x,y,n,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
x,y,n,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
x,s,w,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u,p
k,s,n,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
f,y,g,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g,p
x,s,b,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
f,s,w,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u,p
k,f,n,f,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,e
x,y,n,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l,p
f,s,w,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g,p
x,s,g,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u,p
k,y,y,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
f,s,w,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m,p
f,f,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p,p
k,y,p,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
f,y,w,t,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l,p
f,s,b,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u,p
f,y,w,f,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d,e
x,y,r,f,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d,e
x,s,b,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,s,g,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g,p
x,y,e,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d,p
f,y,y,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p,p
f,s,g,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g,p
f,s,b,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g,p
f,s,e,t,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
x,y,e,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d,p
f,f,g,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,g,p
f,y,y,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,d,p
x,s,n,t,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w,e
f,s,g,t,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g,p
x,y,n,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l,p
f,s,w,t,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,g,p
x,f,c,f,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l,e
f,s,g,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g,p
f,f,g,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p,p
x,y,r,f,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d,e
x,f,y,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p,p
x,y,n,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l,p
x,y,n,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l,p
f,y,e,t,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w,e
x,s,g,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u,p
k,y,n,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
f,y,e,t,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w,e
x,y,n,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p,p
b,y,n,f,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d,p
x,y,n,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p,p
f,y,b,t,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w,e
x,s,w,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g,p
f,y,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,g,p
f,y,n,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
b,y,w,t,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m,p
x,y,n,f,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l,e
f,y,y,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p,p
x,s,b,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g,p
x,y,n,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l,p
x,s,g,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u,p
f,s,g,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,u,p
x,y,n,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p,p
f,y,w,f,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d,e
x,y,n,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l,p
f,f,g,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g,p
x,y,e,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
x,s,w,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g,p
f,y,g,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d,p
x,s,w,t,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,u,p
k,y,y,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,s,w,t,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u,p
f,s,g,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u,p
x,y,c,f,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,e
x,s,w,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u,p
x,y,n,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p,p
f,y,p,t,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g,p
f,y,y,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p,p
x,s,p,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
f,y,b,t,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g,p
x,f,y,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,y,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p,p
f,f,n,f,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l,e
x,f,n,f,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l,e
x,y,n,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l,p
f,s,g,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u,p
x,s,b,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u,p
f,s,g,t,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g,p
x,s,b,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,g,p
x,y,r,f,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d,e
f,y,y,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,d,p
f,s,g,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,u,p
x,y,n,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p,p
f,y,y,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,g,p
f,s,w,t,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u,p
x,s,w,t,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u,p
f,y,g,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p,p
f,y,y,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p,p
x,y,n,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d,p
x,y,y,f,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d,p
f,s,n,t,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w,e
f,y,y,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d,p
f,s,g,t,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,u,p
x,y,n,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l,p
f,y,y,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,d,p
f,y,y,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d,p
f,s,w,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u,p
f,s,p,t,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m,p
f,y,y,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,g,p
k,s,p,t,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w,e
x,s,b,t,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g,p
x,s,w,t,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g,p
x,s,w,t,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,g,p
x,y,n,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d,p
b,y,p,t,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m,p
x,s,b,t,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,u,p
x,y,p,t,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w,e
x,y,n,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p,p
x,y,y,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p,p
x,s,w,t,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,u,p
